,Edition,Year,Points type,From,To,Points
5250,vienna-2026,2026,Points given by the jury,croatia,denmark,10
5251,vienna-2026,2026,Points given by the jury,cyprus,denmark,6
5252,vienna-2026,2026,Points given by the jury,czech republic,denmark,12
5253,vienna-2026,2026,Points given by the jury,estonia,denmark,8
5254,vienna-2026,2026,Points given by the jury,finland,denmark,10
5255,vienna-2026,2026,Points given by the jury,france,denmark,10
5256,vienna-2026,2026,Points given by the jury,germany,denmark,4
5257,vienna-2026,2026,Points given by the jury,israel,denmark,10
5258,vienna-2026,2026,Points given by the jury,latvia,denmark,5
5259,vienna-2026,2026,Points given by the jury,lithuania,denmark,4
5260,vienna-2026,2026,Points given by the jury,luxembourg,denmark,5
5261,vienna-2026,2026,Points given by the jury,norway,denmark,12
5262,vienna-2026,2026,Points given by the jury,portugal,denmark,10
5263,vienna-2026,2026,Points given by the jury,romania,denmark,7
5264,vienna-2026,2026,Points given by the jury,san marino,denmark,1
5265,vienna-2026,2026,Points given by the jury,serbia,denmark,6
5266,vienna-2026,2026,Points given by the jury,sweden,denmark,10
5267,vienna-2026,2026,Points given by the jury,switzerland,denmark,3
5268,vienna-2026,2026,Points given by the jury,united kingdom,denmark,6
5269,vienna-2026,2026,Points given by televoters,armenia,denmark,6
5270,vienna-2026,2026,Points given by televoters,australia,denmark,3
5271,vienna-2026,2026,Points given by televoters,azerbaijan,denmark,7
5272,vienna-2026,2026,Points given by televoters,czech republic,denmark,1
5273,vienna-2026,2026,Points given by televoters,estonia,denmark,2
5274,vienna-2026,2026,Points given by televoters,finland,denmark,8
5275,vienna-2026,2026,Points given by televoters,georgia,denmark,4
5276,vienna-2026,2026,Points given by televoters,israel,denmark,6
5277,vienna-2026,2026,Points given by televoters,latvia,denmark,3
5278,vienna-2026,2026,Points given by televoters,lithuania,denmark,6
5279,vienna-2026,2026,Points given by televoters,norway,denmark,12
5280,vienna-2026,2026,Points given by televoters,poland,denmark,3
5281,vienna-2026,2026,Points given by televoters,sweden,denmark,10
5282,vienna-2026,2026,Points given by televoters,ukraine,denmark,7
5283,vienna-2026,2026,Points given by the jury,bulgaria,moldova,5
5284,vienna-2026,2026,Points given by the jury,croatia,moldova,1
5285,vienna-2026,2026,Points given by the jury,finland,moldova,1
5286,vienna-2026,2026,Points given by the jury,greece,moldova,3
5287,vienna-2026,2026,Points given by the jury,israel,moldova,6
5288,vienna-2026,2026,Points given by the jury,italy,moldova,1
5289,vienna-2026,2026,Points given by the jury,lithuania,moldova,3
5290,vienna-2026,2026,Points given by the jury,montenegro,moldova,2
5291,vienna-2026,2026,Points given by the jury,romania,moldova,10
5292,vienna-2026,2026,Points given by the jury,serbia,moldova,3
5293,vienna-2026,2026,Points given by the jury,ukraine,moldova,8
5294,vienna-2026,2026,Points given by televoters,australia,moldova,5
5295,vienna-2026,2026,Points given by televoters,austria,moldova,5
5296,vienna-2026,2026,Points given by televoters,azerbaijan,moldova,1
5297,vienna-2026,2026,Points given by televoters,belgium,moldova,7
5298,vienna-2026,2026,Points given by televoters,bulgaria,moldova,3
5299,vienna-2026,2026,Points given by televoters,croatia,moldova,6
5300,vienna-2026,2026,Points given by televoters,cyprus,moldova,6
5301,vienna-2026,2026,Points given by televoters,czech republic,moldova,8
5302,vienna-2026,2026,Points given by televoters,denmark,moldova,3
5303,vienna-2026,2026,Points given by televoters,estonia,moldova,10
5304,vienna-2026,2026,Points given by televoters,finland,moldova,1
5305,vienna-2026,2026,Points given by televoters,france,moldova,10
5306,vienna-2026,2026,Points given by televoters,georgia,moldova,8
5307,vienna-2026,2026,Points given by televoters,germany,moldova,3
5308,vienna-2026,2026,Points given by televoters,greece,moldova,4
5309,vienna-2026,2026,Points given by televoters,israel,moldova,8
5310,vienna-2026,2026,Points given by televoters,italy,moldova,12
5311,vienna-2026,2026,Points given by televoters,latvia,moldova,8
5312,vienna-2026,2026,Points given by televoters,lithuania,moldova,5
5313,vienna-2026,2026,Points given by televoters,luxembourg,moldova,6
5314,vienna-2026,2026,Points given by televoters,poland,moldova,8
5315,vienna-2026,2026,Points given by televoters,portugal,moldova,8
5316,vienna-2026,2026,Points given by televoters,romania,moldova,12
5317,vienna-2026,2026,Points given by televoters,san marino,moldova,2
5318,vienna-2026,2026,Points given by televoters,serbia,moldova,5
5319,vienna-2026,2026,Points given by televoters,switzerland,moldova,1
5320,vienna-2026,2026,Points given by televoters,ukraine,moldova,12
5321,vienna-2026,2026,Points given by televoters,united kingdom,moldova,6
5322,vienna-2026,2026,Points given by the jury,azerbaijan,ukraine,10
5323,vienna-2026,2026,Points given by the jury,france,ukraine,6
5324,vienna-2026,2026,Points given by the jury,italy,ukraine,7
5325,vienna-2026,2026,Points given by the jury,latvia,ukraine,7
5326,vienna-2026,2026,Points given by the jury,poland,ukraine,1
5327,vienna-2026,2026,Points given by the jury,portugal,ukraine,3
5328,vienna-2026,2026,Points given by the jury,romania,ukraine,1
5329,vienna-2026,2026,Points given by the jury,switzerland,ukraine,12
5330,vienna-2026,2026,Points given by the jury,united kingdom,ukraine,7
5331,vienna-2026,2026,Points given by televoters,albania,ukraine,7
5332,vienna-2026,2026,Points given by televoters,austria,ukraine,4
5333,vienna-2026,2026,Points given by televoters,azerbaijan,ukraine,4
5334,vienna-2026,2026,Points given by televoters,belgium,ukraine,5
5335,vienna-2026,2026,Points given by televoters,bulgaria,ukraine,7
5336,vienna-2026,2026,Points given by televoters,croatia,ukraine,1
5337,vienna-2026,2026,Points given by televoters,cyprus,ukraine,4
5338,vienna-2026,2026,Points given by televoters,czech republic,ukraine,12
5339,vienna-2026,2026,Points given by televoters,denmark,ukraine,7
5340,vienna-2026,2026,Points given by televoters,estonia,ukraine,8
5341,vienna-2026,2026,Points given by televoters,finland,ukraine,4
5342,vienna-2026,2026,Points given by televoters,france,ukraine,6
5343,vienna-2026,2026,Points given by televoters,georgia,ukraine,12
5344,vienna-2026,2026,Points given by televoters,germany,ukraine,2
5345,vienna-2026,2026,Points given by televoters,israel,ukraine,4
5346,vienna-2026,2026,Points given by televoters,italy,ukraine,6
5347,vienna-2026,2026,Points given by televoters,latvia,ukraine,5
5348,vienna-2026,2026,Points given by televoters,lithuania,ukraine,7
5349,vienna-2026,2026,Points given by televoters,luxembourg,ukraine,4
5350,vienna-2026,2026,Points given by televoters,moldova,ukraine,10
5351,vienna-2026,2026,Points given by televoters,montenegro,ukraine,5
5352,vienna-2026,2026,Points given by televoters,norway,ukraine,2
5353,vienna-2026,2026,Points given by televoters,poland,ukraine,12
5354,vienna-2026,2026,Points given by televoters,portugal,ukraine,10
5355,vienna-2026,2026,Points given by televoters,romania,ukraine,4
5356,vienna-2026,2026,Points given by televoters,sweden,ukraine,5
5357,vienna-2026,2026,Points given by televoters,united kingdom,ukraine,2
5358,vienna-2026,2026,Points given by the jury,albania,greece,2
5359,vienna-2026,2026,Points given by the jury,armenia,greece,3
5360,vienna-2026,2026,Points given by the jury,australia,greece,2
5361,vienna-2026,2026,Points given by the jury,austria,greece,1
5362,vienna-2026,2026,Points given by the jury,cyprus,greece,12
5363,vienna-2026,2026,Points given by the jury,estonia,greece,3
5364,vienna-2026,2026,Points given by the jury,israel,greece,5
5365,vienna-2026,2026,Points given by the jury,latvia,greece,1
5366,vienna-2026,2026,Points given by the jury,moldova,greece,8
5367,vienna-2026,2026,Points given by the jury,montenegro,greece,6
5368,vienna-2026,2026,Points given by the jury,poland,greece,8
5369,vienna-2026,2026,Points given by the jury,san marino,greece,6
5370,vienna-2026,2026,Points given by the jury,serbia,greece,12
5371,vienna-2026,2026,Points given by the jury,sweden,greece,4
5372,vienna-2026,2026,Points given by televoters,albania,greece,8
5373,vienna-2026,2026,Points given by televoters,armenia,greece,4
5374,vienna-2026,2026,Points given by televoters,australia,greece,8
5375,vienna-2026,2026,Points given by televoters,austria,greece,2
5376,vienna-2026,2026,Points given by televoters,belgium,greece,6
5377,vienna-2026,2026,Points given by televoters,bulgaria,greece,12
5378,vienna-2026,2026,Points given by televoters,croatia,greece,3
5379,vienna-2026,2026,Points given by televoters,cyprus,greece,12
5380,vienna-2026,2026,Points given by televoters,czech republic,greece,6
5381,vienna-2026,2026,Points given by televoters,estonia,greece,3
5382,vienna-2026,2026,Points given by televoters,france,greece,3
5383,vienna-2026,2026,Points given by televoters,georgia,greece,5
5384,vienna-2026,2026,Points given by televoters,germany,greece,8
5385,vienna-2026,2026,Points given by televoters,israel,greece,5
5386,vienna-2026,2026,Points given by televoters,italy,greece,4
5387,vienna-2026,2026,Points given by televoters,latvia,greece,2
5388,vienna-2026,2026,Points given by televoters,luxembourg,greece,8
5389,vienna-2026,2026,Points given by televoters,malta,greece,2
5390,vienna-2026,2026,Points given by televoters,moldova,greece,3
5391,vienna-2026,2026,Points given by televoters,montenegro,greece,2
5392,vienna-2026,2026,Points given by televoters,romania,greece,3
5393,vienna-2026,2026,Points given by televoters,san marino,greece,12
5394,vienna-2026,2026,Points given by televoters,serbia,greece,8
5395,vienna-2026,2026,Points given by televoters,sweden,greece,4
5396,vienna-2026,2026,Points given by televoters,switzerland,greece,6
5397,vienna-2026,2026,Points given by televoters,united kingdom,greece,4
5398,vienna-2026,2026,Points given by the jury,albania,france,4
5399,vienna-2026,2026,Points given by the jury,armenia,france,8
5400,vienna-2026,2026,Points given by the jury,australia,france,10
5401,vienna-2026,2026,Points given by the jury,austria,france,4
5402,vienna-2026,2026,Points given by the jury,belgium,france,5
5403,vienna-2026,2026,Points given by the jury,croatia,france,3
5404,vienna-2026,2026,Points given by the jury,cyprus,france,3
5405,vienna-2026,2026,Points given by the jury,czech republic,france,3
5406,vienna-2026,2026,Points given by the jury,denmark,france,3
5407,vienna-2026,2026,Points given by the jury,finland,france,12
5408,vienna-2026,2026,Points given by the jury,georgia,france,12
5409,vienna-2026,2026,Points given by the jury,germany,france,6
5410,vienna-2026,2026,Points given by the jury,greece,france,8
5411,vienna-2026,2026,Points given by the jury,latvia,france,6
5412,vienna-2026,2026,Points given by the jury,lithuania,france,1
5413,vienna-2026,2026,Points given by the jury,luxembourg,france,6
5414,vienna-2026,2026,Points given by the jury,malta,france,7
5415,vienna-2026,2026,Points given by the jury,moldova,france,2
5416,vienna-2026,2026,Points given by the jury,norway,france,10
5417,vienna-2026,2026,Points given by the jury,portugal,france,5
5418,vienna-2026,2026,Points given by the jury,sweden,france,2
5419,vienna-2026,2026,Points given by the jury,switzerland,france,7
5420,vienna-2026,2026,Points given by the jury,ukraine,france,5
5421,vienna-2026,2026,Points given by the jury,united kingdom,france,12
5422,vienna-2026,2026,Points given by televoters,armenia,france,2
5423,vienna-2026,2026,Points given by televoters,australia,france,1
5424,vienna-2026,2026,Points given by televoters,cyprus,france,2
5425,vienna-2026,2026,Points given by televoters,greece,france,2
5426,vienna-2026,2026,Points given by televoters,israel,france,2
5427,vienna-2026,2026,Points given by televoters,luxembourg,france,2
5428,vienna-2026,2026,Points given by televoters,norway,france,1
5429,vienna-2026,2026,Points given by televoters,portugal,france,2
5430,vienna-2026,2026,Points given by the jury,armenia,poland,1
5431,vienna-2026,2026,Points given by the jury,australia,poland,8
5432,vienna-2026,2026,Points given by the jury,austria,poland,12
5433,vienna-2026,2026,Points given by the jury,belgium,poland,12
5434,vienna-2026,2026,Points given by the jury,croatia,poland,2
5435,vienna-2026,2026,Points given by the jury,czech republic,poland,5
5436,vienna-2026,2026,Points given by the jury,estonia,poland,5
5437,vienna-2026,2026,Points given by the jury,finland,poland,6
5438,vienna-2026,2026,Points given by the jury,georgia,poland,2
5439,vienna-2026,2026,Points given by the jury,germany,poland,12
5440,vienna-2026,2026,Points given by the jury,greece,poland,10
5441,vienna-2026,2026,Points given by the jury,italy,poland,6
5442,vienna-2026,2026,Points given by the jury,latvia,poland,8
5443,vienna-2026,2026,Points given by the jury,lithuania,poland,10
5444,vienna-2026,2026,Points given by the jury,malta,poland,1
5445,vienna-2026,2026,Points given by the jury,moldova,poland,12
5446,vienna-2026,2026,Points given by the jury,montenegro,poland,1
5447,vienna-2026,2026,Points given by the jury,portugal,poland,6
5448,vienna-2026,2026,Points given by the jury,serbia,poland,1
5449,vienna-2026,2026,Points given by the jury,switzerland,poland,8
5450,vienna-2026,2026,Points given by the jury,united kingdom,poland,5
5451,vienna-2026,2026,Points given by televoters,germany,poland,4
5452,vienna-2026,2026,Points given by televoters,italy,poland,2
5453,vienna-2026,2026,Points given by televoters,lithuania,poland,3
5454,vienna-2026,2026,Points given by televoters,sweden,poland,2
5455,vienna-2026,2026,Points given by televoters,united kingdom,poland,5
5456,vienna-2026,2026,Points given by the jury,azerbaijan,albania,6
5457,vienna-2026,2026,Points given by the jury,belgium,albania,3
5458,vienna-2026,2026,Points given by the jury,croatia,albania,8
5459,vienna-2026,2026,Points given by the jury,cyprus,albania,8
5460,vienna-2026,2026,Points given by the jury,greece,albania,1
5461,vienna-2026,2026,Points given by the jury,israel,albania,1
5462,vienna-2026,2026,Points given by the jury,malta,albania,6
5463,vienna-2026,2026,Points given by the jury,montenegro,albania,10
5464,vienna-2026,2026,Points given by the jury,portugal,albania,12
5465,vienna-2026,2026,Points given by the jury,san marino,albania,5
5466,vienna-2026,2026,Points given by televoters,belgium,albania,2
5467,vienna-2026,2026,Points given by televoters,bulgaria,albania,8
5468,vienna-2026,2026,Points given by televoters,croatia,albania,8
5469,vienna-2026,2026,Points given by televoters,denmark,albania,1
5470,vienna-2026,2026,Points given by televoters,france,albania,4
5471,vienna-2026,2026,Points given by televoters,greece,albania,8
5472,vienna-2026,2026,Points given by televoters,israel,albania,1
5473,vienna-2026,2026,Points given by televoters,italy,albania,7
5474,vienna-2026,2026,Points given by televoters,luxembourg,albania,3
5475,vienna-2026,2026,Points given by televoters,malta,albania,6
5476,vienna-2026,2026,Points given by televoters,moldova,albania,5
5477,vienna-2026,2026,Points given by televoters,montenegro,albania,10
5478,vienna-2026,2026,Points given by televoters,norway,albania,3
5479,vienna-2026,2026,Points given by televoters,romania,albania,5
5480,vienna-2026,2026,Points given by televoters,san marino,albania,1
5481,vienna-2026,2026,Points given by televoters,serbia,albania,1
5482,vienna-2026,2026,Points given by televoters,switzerland,albania,7
5483,vienna-2026,2026,Points given by the jury,albania,norway,10
5484,vienna-2026,2026,Points given by the jury,armenia,norway,6
5485,vienna-2026,2026,Points given by the jury,australia,norway,6
5486,vienna-2026,2026,Points given by the jury,austria,norway,3
5487,vienna-2026,2026,Points given by the jury,belgium,norway,7
5488,vienna-2026,2026,Points given by the jury,bulgaria,norway,3
5489,vienna-2026,2026,Points given by the jury,czech republic,norway,10
5490,vienna-2026,2026,Points given by the jury,estonia,norway,10
5491,vienna-2026,2026,Points given by the jury,france,norway,12
5492,vienna-2026,2026,Points given by the jury,georgia,norway,5
5493,vienna-2026,2026,Points given by the jury,lithuania,norway,7
5494,vienna-2026,2026,Points given by the jury,luxembourg,norway,4
5495,vienna-2026,2026,Points given by the jury,malta,norway,2
5496,vienna-2026,2026,Points given by the jury,moldova,norway,6
5497,vienna-2026,2026,Points given by the jury,poland,norway,3
5498,vienna-2026,2026,Points given by the jury,portugal,norway,2
5499,vienna-2026,2026,Points given by the jury,romania,norway,5
5500,vienna-2026,2026,Points given by the jury,serbia,norway,5
5501,vienna-2026,2026,Points given by the jury,switzerland,norway,5
5502,vienna-2026,2026,Points given by the jury,united kingdom,norway,4
5503,vienna-2026,2026,Points given by televoters,australia,norway,2
5504,vienna-2026,2026,Points given by televoters,denmark,norway,10
5505,vienna-2026,2026,Points given by televoters,sweden,norway,1
5506,vienna-2026,2026,Points given by televoters,ukraine,norway,6
5507,vienna-2026,2026,Points given by the jury,azerbaijan,croatia,7
5508,vienna-2026,2026,Points given by the jury,estonia,croatia,4
5509,vienna-2026,2026,Points given by the jury,finland,croatia,5
5510,vienna-2026,2026,Points given by the jury,germany,croatia,2
5511,vienna-2026,2026,Points given by the jury,greece,croatia,4
5512,vienna-2026,2026,Points given by the jury,luxembourg,croatia,7
5513,vienna-2026,2026,Points given by the jury,montenegro,croatia,8
5514,vienna-2026,2026,Points given by the jury,portugal,croatia,8
5515,vienna-2026,2026,Points given by the jury,romania,croatia,2
5516,vienna-2026,2026,Points given by the jury,sweden,croatia,6
5517,vienna-2026,2026,Points given by televoters,albania,croatia,2
5518,vienna-2026,2026,Points given by televoters,australia,croatia,7
5519,vienna-2026,2026,Points given by televoters,austria,croatia,8
5520,vienna-2026,2026,Points given by televoters,bulgaria,croatia,4
5521,vienna-2026,2026,Points given by televoters,czech republic,croatia,4
5522,vienna-2026,2026,Points given by televoters,finland,croatia,2
5523,vienna-2026,2026,Points given by televoters,france,croatia,1
5524,vienna-2026,2026,Points given by televoters,germany,croatia,7
5525,vienna-2026,2026,Points given by televoters,greece,croatia,1
5526,vienna-2026,2026,Points given by televoters,moldova,croatia,2
5527,vienna-2026,2026,Points given by televoters,montenegro,croatia,8
5528,vienna-2026,2026,Points given by televoters,portugal,croatia,1
5529,vienna-2026,2026,Points given by televoters,romania,croatia,2
5530,vienna-2026,2026,Points given by televoters,serbia,croatia,12
5531,vienna-2026,2026,Points given by televoters,switzerland,croatia,2
5532,vienna-2026,2026,Points given by televoters,ukraine,croatia,8
5533,vienna-2026,2026,Points given by the jury,albania,czech republic,7
5534,vienna-2026,2026,Points given by the jury,armenia,czech republic,4
5535,vienna-2026,2026,Points given by the jury,australia,czech republic,7
5536,vienna-2026,2026,Points given by the jury,austria,czech republic,5
5537,vienna-2026,2026,Points given by the jury,azerbaijan,czech republic,1
5538,vienna-2026,2026,Points given by the jury,bulgaria,czech republic,4
5539,vienna-2026,2026,Points given by the jury,cyprus,czech republic,2
5540,vienna-2026,2026,Points given by the jury,denmark,czech republic,5
5541,vienna-2026,2026,Points given by the jury,estonia,czech republic,1
5542,vienna-2026,2026,Points given by the jury,finland,czech republic,2
5543,vienna-2026,2026,Points given by the jury,georgia,czech republic,1
5544,vienna-2026,2026,Points given by the jury,latvia,czech republic,12
5545,vienna-2026,2026,Points given by the jury,lithuania,czech republic,2
5546,vienna-2026,2026,Points given by the jury,moldova,czech republic,5
5547,vienna-2026,2026,Points given by the jury,norway,czech republic,2
5548,vienna-2026,2026,Points given by the jury,poland,czech republic,4
5549,vienna-2026,2026,Points given by the jury,romania,czech republic,8
5550,vienna-2026,2026,Points given by the jury,sweden,czech republic,7
5551,vienna-2026,2026,Points given by the jury,switzerland,czech republic,10
5552,vienna-2026,2026,Points given by the jury,ukraine,czech republic,7
5553,vienna-2026,2026,Points given by the jury,united kingdom,czech republic,8
5554,vienna-2026,2026,Points given by televoters,armenia,czech republic,1
5555,vienna-2026,2026,Points given by televoters,azerbaijan,czech republic,3
5556,vienna-2026,2026,Points given by televoters,poland,czech republic,4
5557,vienna-2026,2026,Points given by televoters,ukraine,czech republic,1
5558,vienna-2026,2026,Points given by the jury,azerbaijan,serbia,8
5559,vienna-2026,2026,Points given by the jury,croatia,serbia,12
5560,vienna-2026,2026,Points given by the jury,france,serbia,1
5561,vienna-2026,2026,Points given by the jury,greece,serbia,5
5562,vienna-2026,2026,Points given by the jury,montenegro,serbia,12
5563,vienna-2026,2026,Points given by televoters,albania,serbia,3
5564,vienna-2026,2026,Points given by televoters,croatia,serbia,12
5565,vienna-2026,2026,Points given by televoters,czech republic,serbia,2
5566,vienna-2026,2026,Points given by televoters,finland,serbia,3
5567,vienna-2026,2026,Points given by televoters,georgia,serbia,3
5568,vienna-2026,2026,Points given by televoters,lithuania,serbia,1
5569,vienna-2026,2026,Points given by televoters,malta,serbia,1
5570,vienna-2026,2026,Points given by televoters,moldova,serbia,1
5571,vienna-2026,2026,Points given by televoters,montenegro,serbia,12
5572,vienna-2026,2026,Points given by televoters,poland,serbia,1
5573,vienna-2026,2026,Points given by televoters,romania,serbia,10
5574,vienna-2026,2026,Points given by televoters,ukraine,serbia,3
5575,vienna-2026,2026,Points given by the jury,albania,malta,6
5576,vienna-2026,2026,Points given by the jury,azerbaijan,malta,2
5577,vienna-2026,2026,Points given by the jury,bulgaria,malta,12
5578,vienna-2026,2026,Points given by the jury,cyprus,malta,7
5579,vienna-2026,2026,Points given by the jury,czech republic,malta,1
5580,vienna-2026,2026,Points given by the jury,france,malta,3
5581,vienna-2026,2026,Points given by the jury,georgia,malta,4
5582,vienna-2026,2026,Points given by the jury,italy,malta,8
5583,vienna-2026,2026,Points given by the jury,luxembourg,malta,2
5584,vienna-2026,2026,Points given by the jury,romania,malta,3
5585,vienna-2026,2026,Points given by the jury,san marino,malta,12
5586,vienna-2026,2026,Points given by the jury,serbia,malta,8
5587,vienna-2026,2026,Points given by the jury,ukraine,malta,12
5588,vienna-2026,2026,Points given by the jury,united kingdom,malta,1
5589,vienna-2026,2026,Points given by televoters,australia,malta,4
5590,vienna-2026,2026,Points given by televoters,azerbaijan,malta,2
5591,vienna-2026,2026,Points given by televoters,bulgaria,malta,2
5592,vienna-2026,2026,Points given by the jury,australia,cyprus,3
5593,vienna-2026,2026,Points given by the jury,bulgaria,cyprus,10
5594,vienna-2026,2026,Points given by the jury,denmark,cyprus,2
5595,vienna-2026,2026,Points given by the jury,georgia,cyprus,8
5596,vienna-2026,2026,Points given by the jury,greece,cyprus,12
5597,vienna-2026,2026,Points given by the jury,malta,cyprus,3
5598,vienna-2026,2026,Points given by the jury,san marino,cyprus,3
5599,vienna-2026,2026,Points given by televoters,armenia,cyprus,3
5600,vienna-2026,2026,Points given by televoters,bulgaria,cyprus,6
5601,vienna-2026,2026,Points given by televoters,greece,cyprus,12
5602,vienna-2026,2026,Points given by televoters,malta,cyprus,3
5603,vienna-2026,2026,Points given by televoters,san marino,cyprus,7
5604,vienna-2026,2026,Points given by televoters,united kingdom,cyprus,3
5605,vienna-2026,2026,Points given by the jury,denmark,sweden,10
5606,vienna-2026,2026,Points given by the jury,germany,sweden,1
5607,vienna-2026,2026,Points given by the jury,italy,sweden,10
5608,vienna-2026,2026,Points given by the jury,lithuania,sweden,6
5609,vienna-2026,2026,Points given by the jury,montenegro,sweden,4
5610,vienna-2026,2026,Points given by the jury,norway,sweden,4
5611,vienna-2026,2026,Points given by televoters,denmark,sweden,6
5612,vienna-2026,2026,Points given by televoters,finland,sweden,6
5613,vienna-2026,2026,Points given by televoters,norway,sweden,4
5614,vienna-2026,2026,Points given by the jury,estonia,belgium,2
5615,vienna-2026,2026,Points given by the jury,finland,belgium,4
5616,vienna-2026,2026,Points given by the jury,israel,belgium,2
5617,vienna-2026,2026,Points given by the jury,italy,belgium,12
5618,vienna-2026,2026,Points given by the jury,latvia,belgium,10
5619,vienna-2026,2026,Points given by the jury,poland,belgium,6
5620,vienna-2026,2026,Points given by the jury,finland,lithuania,8
5621,vienna-2026,2026,Points given by the jury,italy,lithuania,2
5622,vienna-2026,2026,Points given by televoters,latvia,lithuania,12
5623,vienna-2026,2026,Points given by the jury,belgium,germany,2
5624,vienna-2026,2026,Points given by the jury,bulgaria,germany,2
5625,vienna-2026,2026,Points given by the jury,italy,germany,4
5626,vienna-2026,2026,Points given by the jury,portugal,germany,4
5627,vienna-2026,2026,Points given by the jury,luxembourg,austria,1
5628,vienna-2026,2026,Points given by televoters,germany,austria,5
5629,vienna-2026,2026,Points given by the jury,ukraine,united kingdom,1
5630,vienna-2026,2026,Points given by the jury,belgium,israel,8
5631,vienna-2026,2026,Points given by the jury,croatia,israel,12
5632,vienna-2026,2026,Points given by the jury,estonia,israel,4
5633,vienna-2026,2026,Points given by the jury,finland,israel,6
5634,vienna-2026,2026,Points given by the jury,georgia,israel,5
5635,vienna-2026,2026,Points given by the jury,germany,israel,7
5636,vienna-2026,2026,Points given by the jury,greece,israel,4
5637,vienna-2026,2026,Points given by the jury,lithuania,israel,10
5638,vienna-2026,2026,Points given by the jury,moldova,israel,12
5639,vienna-2026,2026,Points given by the jury,poland,israel,10
5640,vienna-2026,2026,Points given by the jury,portugal,israel,2
5641,vienna-2026,2026,Points given by the jury,san marino,israel,10
5642,vienna-2026,2026,Points given by the jury,serbia,israel,12
5643,vienna-2026,2026,Points given by the jury,sweden,israel,4
5644,vienna-2026,2026,Points given by televoters,belgium,israel,10
5645,vienna-2026,2026,Points given by televoters,croatia,israel,6
5646,vienna-2026,2026,Points given by televoters,estonia,israel,10
5647,vienna-2026,2026,Points given by televoters,finland,israel,10
5648,vienna-2026,2026,Points given by televoters,georgia,israel,12
5649,vienna-2026,2026,Points given by televoters,germany,israel,12
5650,vienna-2026,2026,Points given by televoters,greece,israel,10
5651,vienna-2026,2026,Points given by televoters,italy,israel,10
5652,vienna-2026,2026,Points given by televoters,lithuania,israel,5
5653,vienna-2026,2026,Points given by televoters,moldova,israel,12
5654,vienna-2026,2026,Points given by televoters,montenegro,israel,8
5655,vienna-2026,2026,Points given by televoters,poland,israel,8
5656,vienna-2026,2026,Points given by televoters,portugal,israel,12
5657,vienna-2026,2026,Points given by televoters,san marino,israel,12
5658,vienna-2026,2026,Points given by televoters,serbia,israel,6
5659,vienna-2026,2026,Points given by televoters,sweden,israel,10
5660,vienna-2026,2026,Points given by the jury,belgium,poland,12
5661,vienna-2026,2026,Points given by the jury,croatia,poland,8
5662,vienna-2026,2026,Points given by the jury,estonia,poland,10
5663,vienna-2026,2026,Points given by the jury,finland,poland,7
5664,vienna-2026,2026,Points given by the jury,georgia,poland,2
5665,vienna-2026,2026,Points given by the jury,germany,poland,12
5666,vienna-2026,2026,Points given by the jury,greece,poland,12
5667,vienna-2026,2026,Points given by the jury,israel,poland,12
5668,vienna-2026,2026,Points given by the jury,italy,poland,8
5669,vienna-2026,2026,Points given by the jury,lithuania,poland,12
5670,vienna-2026,2026,Points given by the jury,moldova,poland,10
5671,vienna-2026,2026,Points given by the jury,montenegro,poland,3
5672,vienna-2026,2026,Points given by the jury,portugal,poland,10
5673,vienna-2026,2026,Points given by the jury,san marino,poland,1
5674,vienna-2026,2026,Points given by the jury,serbia,poland,8
5675,vienna-2026,2026,Points given by the jury,sweden,poland,10
5676,vienna-2026,2026,Points given by televoters,belgium,poland,8
5677,vienna-2026,2026,Points given by televoters,croatia,poland,7
5678,vienna-2026,2026,Points given by televoters,estonia,poland,4
5679,vienna-2026,2026,Points given by televoters,finland,poland,2
5680,vienna-2026,2026,Points given by televoters,georgia,poland,3
5681,vienna-2026,2026,Points given by televoters,germany,poland,10
5682,vienna-2026,2026,Points given by televoters,greece,poland,6
5683,vienna-2026,2026,Points given by televoters,israel,poland,6
5684,vienna-2026,2026,Points given by televoters,italy,poland,6
5685,vienna-2026,2026,Points given by televoters,lithuania,poland,10
5686,vienna-2026,2026,Points given by televoters,moldova,poland,10
5687,vienna-2026,2026,Points given by televoters,montenegro,poland,6
5688,vienna-2026,2026,Points given by televoters,portugal,poland,6
5689,vienna-2026,2026,Points given by televoters,san marino,poland,6
5690,vienna-2026,2026,Points given by televoters,serbia,poland,4
5691,vienna-2026,2026,Points given by televoters,sweden,poland,8
5692,vienna-2026,2026,Points given by the jury,belgium,finland,6
5693,vienna-2026,2026,Points given by the jury,croatia,finland,10
5694,vienna-2026,2026,Points given by the jury,estonia,finland,12
5695,vienna-2026,2026,Points given by the jury,georgia,finland,12
5696,vienna-2026,2026,Points given by the jury,germany,finland,10
5697,vienna-2026,2026,Points given by the jury,greece,finland,7
5698,vienna-2026,2026,Points given by the jury,israel,finland,10
5699,vienna-2026,2026,Points given by the jury,italy,finland,3
5700,vienna-2026,2026,Points given by the jury,lithuania,finland,5
5701,vienna-2026,2026,Points given by the jury,moldova,finland,4
5702,vienna-2026,2026,Points given by the jury,montenegro,finland,8
5703,vienna-2026,2026,Points given by the jury,poland,finland,5
5704,vienna-2026,2026,Points given by the jury,portugal,finland,12
5705,vienna-2026,2026,Points given by the jury,san marino,finland,8
5706,vienna-2026,2026,Points given by the jury,serbia,finland,3
